name,username,message,clusters,likes,comments,engajamento,url,time
Jornal da Record,jornaldarecord,Em meio à maior catástrofe ambiental do estado do Rio Grande do Sul  novos relatos emergem dos momentos de perigo enfrentados pelos gaúchos. Vídeos mostram o desespero de pacientes  médicos e enfermeiros no Hospital de Pronto-Socorro Municipal de Canoas durante a inundação. Com a água subindo rapidamente  101 pacientes foram resgatados enquanto o primeiro andar ficava submerso. Agentes do SAMU e bombeiros nadaram para alcançar uma pessoa em estado crítico através de um buraco na parede.  👉 Veja a reportagem completa no <redacted_mention>  no <redacted_mention> e nas demais plataformas digitais do #JornalDaRecord #JR24H,Imprensa e redes sociais,3124,89,1562,https://www.instagram.com/jornaldarecord,2024-05-20T21:45:35-07:00
JAC,jac_news,Enchentes no RS: morte por leptospirose é confirmada em Travesseiro  diz prefeitura  Um homem de 67 anos morreu por leptospirose em Travesseiro  cidade do Vale do Taquari atingida por enchentes  segundo a prefeitura do município. O Laboratório Central do Estado (Lacen) confirmou a morte no final da tarde desta segunda-feira (20)  após receber amostra do material coletado da vítima.  Identificado como Eldo Gross pela prefeitura  o homem morreu na sexta-feira (17)  e foi enterrado no sábado (18). De acordo com informações do Executivo Municipal  o diagnóstico para a doença foi confirmado no domingo (19) no Hospital Bruno Born  de Lajeado  para onde foi levado.  Outras três pessoas recebem tratamento para a doença na cidade.  Tragédia no RS As enchentes que atingem o Rio Grande do Sul desde o final de abril mataram 157 pessoas  deixando 88 desaparecidas e mais de 657 8 mil fora de casa. No total  são 2 3 milhões de atingidos de alguma forma pelo desastre ambiental em 463 cidades – o RS tem 497 municípios.  G1 RS,Enchente - Rio Grande do Sul,268,8,134,https://www.instagram.com/jac_news,2024-05-20T15:52:02-07:00
Sul21,sulvinteum,Conhecer e acompanhar as mudanças ocorridas na legislação ambiental do Rio Grande do Sul  durante o governo de Eduardo Leite (PSDB)  e a possibilidade de tais alterações terem sido “impulsionador da catástrofe vivenciada na região”. Esse é o objetivo da representação feita pelo subprocurador-geral do Ministério Público junto ao Tribunal de Contas da União (TCU)  Lucas Rocha Furtado  para o presidente do órgão.  O pedido é se insere na nova frente de atuação do TCU no âmbito do “Programa Recupera Rio Grande do Sul”  criado pelo presidente do Tribunal  ministro Bruno Dantas  para acompanhar as ações de reestruturação do estado. O objetivo do programa é “facilitar a transparência dos processos  reduzir a formalidade  flexibilizar a burocracia e oferecer segurança aos gestores públicos na tomada de decisões”. A força-tarefa de auditores se propõe a acompanhar as ações de recuperação do RS após a catástrofe causada pelas chuvas.  Além de observar as mudanças na legislação ambiental do RS  o subprocurador-geral também pediu que o TCU atue junto ao Congresso Nacional para avaliar os possíveis impactos ambientais de 25 projetos de lei e três propostas de alteração da Constituição apontados pelo Observatório do Clima diante do risco de ampliação da “destruição ambiental” do Brasil. “São tentativas de alterar a legislação brasileira para reduzir áreas de preservação de florestas e outros tipos de vegetação  afrouxar as regras de licenciamento ambiental e mecanismos de fiscalização  ou anistiar grileiros e desmatadores”  aponta Furtado.  No que se refere ao RS  ao justificar o motivo da representação  ele cita as 480 mudanças promovidas por Leite  em 2019  com o novo Código Estadual do Meio Ambiente  incluindo o autolicenciamento ambiental  chamado de Licença Ambiental por Compromisso (LAC). A regra  hoje contestada no Supremo Tribunal Federal (STF)  concedida a licença em até 48 horas pelo sistema digital da Fundação Estadual de Proteção Ambiental (Fepam). Sem análise prévia do projeto  basta o empresário interessado declarar que cumpre todos os requisitos ambientais.  📲 Confira mais clicando no link da bio!  📸 Laura Maria/Palácio Piratini,Imprensa e redes sociais,1502,40,751,https://www.instagram.com/sulvinteum,2024-05-20T15:05:09-07:00
Jurandir Silva,jurandirsilvapsol,🏞️ O Rio Grande do Sul enfrenta cheias devastadoras  mas as ações do governador não refletem prioridade nesse desafio. Afrouxar mais de 500 pontos no código ambiental para favorecer os mais ricos e a destinação absurda de apenas 0 009% da receita do estado para a Defesa Civil não são suficientes.   🤔 Quais são as verdadeiras agendas do governo Eduardo Leite? Medidas para conter as consequências dos extremos climáticos definitivamente não estão no topo de sua lista. Enquanto isso  o estado sofre com inundações  desabrigados e prejuízos. 🌧️🏘️  Precisamos de liderança comprometida com a proteção ambiental e a segurança da população. É hora de cobrar ações efetivas e responsabilidade. 💪🌎  #meioambiente #enchentes #riograndedosul,Enchente - Rio Grande do Sul,212,6,106,https://www.instagram.com/jurandirsilvapsol,2024-05-20T14:03:47-07:00
Orlando Silva,orlandosilvasp,⚠️ As enchentes que assolam o Rio Grande do Sul reacenderam a discussão sobre a resposta das autoridades às tragédias climáticas. No Congresso  25 projetos de lei e 3 emendas à Constituição ameaçam nossos direitos socioambientais  reduzindo a proteção ambiental e flexibilizando o Código Florestal. Nos últimos dez anos  11 leis já enfraqueceram a preservação da vegetação nativa.   Precisamos de políticas que defendam nosso meio ambiente e protejam nossas comunidades!  Diga NÃO ao pacote da destruição!,Enchente - Rio Grande do Sul,78,6,39,https://www.instagram.com/orlandosilvasp,2024-05-20T13:30:12-07:00
Panos Subversivos,panossubversivos,Em muitas áreas aqui do Rio Grande do Sul a fase agora é de limpeza pós enchente  e não custa lembrar que toda essa movimentação é política: aqui não passamos pano pra fascista! ✊  As proporções disso tudo que acometeu o nosso estado nas últimas semanas teriam sido bem diferentes se nossos governantes dessem a devida atenção à causa ambiental e se gerissem a cidade e o estado com um mínimo de preparo e atenção com o povo - e não só com as construtoras e seus bolsos.   Sim  por aqui até os panos que estão limpando essa catástrofe são subversivos. Bora fazer com que na tua casa também seja assim? 🫵  👉 Compre seu Pano Subversivo em www.panossubversivos.com.br (link na bio) - FRETE GRÁTIS em pedidos acima de 10 produtos.  ❤️‍🩹 Comprando Panos Subversivos você estará espalhando a mensagem subversiva e apoiando o negócio de uma mãe gaúcha  que reverterá parte de suas vendas em doação para as vítimas das enchentes.   🆘 Siga doando e ajudando as vítimas das enchentes do RS,Enchente - Rio Grande do Sul,2472,4,1236,https://www.instagram.com/panossubversivos,2024-05-20T13:11:28-07:00
Cauê Fuhro Souto,cauefuhrosouto,O Partido Verde acionou o STF contra o novo Código Estadual do Meio-Ambiente do Rio Grande do Sul  sancionado pelo governador Eduardo Leite. Esta lei  aprovada em março pela Assembleia Legislativa  flexibiliza regras ambientais  permitindo a construção de reservatórios e a supressão de vegetação nativa em áreas de preservação permanente (APPs).  Os advogados do Partido Verde argumentam que o estado não tem competência para legislar sobre tais questões  que são reguladas pela legislação federal. O Código  segundo a ação  ignora os impactos ambientais e afrouxa a proteção de ecossistemas cruciais.  O ministro Edson Fachin será o relator da ação no STF. A petição do Partido Verde destaca que a crise humanitária no RS demonstra as consequências de uma gestão ambiental inadequada  sublinhando a necessidade de um retorno a padrões mais rigorosos de preservação ambiental. Esta medida busca garantir um equilíbrio ecológico essencial e propor novos paradigmas na relação entre o Estado e a sociedade  enfatizando a importância da preservação ambiental.,Enchente - Rio Grande do Sul,113,9,56,https://www.instagram.com/cauefuhrosouto,2024-05-20T11:56:41-07:00
Valdeci Oliveira,valdeci13rs,"🙄 O Governador Não Mentiu!  Ao afirmar em entrevista de que o seu governo foi alertado sobre os riscos de enchentes e inundações no RS  Eduardo Leite disse a verdade. E também disse a verdade ao afirmar que não levou em conta esses alertas por ter ""outras agendas"".  De fato  a agenda central do governo Leite mistura a privatização desenfreada e desqualificada (vide questão da energia)  a perseguição e corte de direitos dos servidores públicos (aqueles que fortemente têm de atuar em caso de desastres como agora) e a completa ausência de um plano de desenvolvimento sustentável para o nosso território. E a combinação disso tudo é catastrófica para os gaúchos e gaúchas.  Eu  junto com todos integrantes da bancada <redacted_mention>  tenho a consciência tranquila: sempre fui contrário (e VOTEI contrariamente) às diferentes iniciativas desse governo que precarizaram a proteção ambiental e desvalorizaram o serviço público do Rio Grande do Sul.   A ""agenda Leite"" precisa ser arquivada  deletada  suplantada.  #ForçaRS - #ForaAgendaLeite",Enchente - Rio Grande do Sul,265,18,132,https://www.instagram.com/ptassembleiars/p/C7M0L7RyhIJ/?next=%252F,2024-05-20T11:24:37-07:00
Bruno Zambelli,brunozambelli.sp,Presidente da OAB adverte para consequências do ‘racismo ambiental’  Beto Simonetti disse que há evidências de que áreas mais afetadas pelas enchentes têm maior concentração de pessoas negras.  Concordam?😒😅,Racismo ambiental,6342,1881,3171,https://www.instagram.com/brunozambelli.sp/reel/C7Mv2LoLKhv/,2024-05-20T10:47:19-07:00
Diario de Pernambuco,diariodepernambuco,O governador do Rio Grande do Sul  Eduardo Leite (PSDB)  reconheceu que estudos já alertavam para o risco de chuvas intensas e enchentes no estado gaúcho  mas afirmou que não investiu mais recursos na prevenção de desastres porque “o governo também vive outras agendas”.   “A gente entra aqui no governo e o estado estava sem conseguir pagar salário  sem conseguir pagar hospitais  sem conseguir pagar os municípios. A agenda que se impunha ao estado era aquela especialmente aquela vinculada ao restabelecimento da capacidade fiscal”  disse o governador  em entrevista à Folha de S.Paulo  no domingo (19/05).  Segundo Eduardo Leite  o governo está buscando uma adaptação e a tragédia climática que atinge o estado impõe ao governo e à sociedade uma nova postura diante dos alertas. “Muitos alertas se revelam agora especialmente relevantes. Muitos alertas foram feitos e não se consumaram também. Então  naturalmente  vamos estruturar o poder público para que a gente possa receber esses alertas  tentar depurar o que é crítico  o que não é tão assim. Não é o governante de plantão sozinho que vai conseguir fazer isso”  pontuou.  O governador gaúcho negou a ideia de que as mudanças em 480 normas ambientais  sancionadas em 2020  estejam relacionadas com a crise climática vivenciada no Rio Grande do Sul. “Simplesmente burocratizar e dificultar licenças não é proteger o meio ambiente. Acabaram com a legislação ambiental? Não  aprimoramos  modernizamos  ajustamos e até endurecemos em muitos pontos”  defendeu Eduardo Leite. As informações são do Correio Braziliense.  Saiba mais na matéria completa  disponível no link da bio.  Foto: Gustavo Mansur/ Palácio Piratini   #riograndedosul #eduardoleite,Imprensa e redes sociais,2441,184,1220,https://www.instagram.com/jornalnh/p/C6ZPta1vLkL/,2024-05-20T10:42:46-07:00
𝑶𝒑𝒊𝒏𝒊𝒂̃𝒐 𝒅𝒂 𝑷𝒓𝒆𝒕𝒂 𝑩𝒚 𝑹𝒖𝒕𝒉 𝑳𝒐𝒑𝒆𝒔,opiniaodapreta,🚨 URGENTE 🚨 NOSSO POVO PRETO  NA TRAGÉDIA DO RIO GRANDE DO SUL. VAMOS AJUDAR. VIDAS NEGRAS IMPORTAM ✊🏿  Faça sua contribuição chegar lá na ponta junto aos nossos  NOSSO POVO PRETO. Em defesa dos povos negros  que sofrem os impactos do racismo ambiental no RS.  Contato <redacted_mention>  Chave Pix 👇🏾 quilombodosmachado<redacted_mention>,Racismo ambiental e Enchente do Rio Grande do Sul,2329,133,1164,https://www.instagram.com/opiniaodapreta,2024-05-20T10:18:15-07:00
ClimaInfo,clima.info,"""Como seguir a vida imaginando minhas coisas debaixo d'água? Como seguir a vida normalmente sabendo que há cidades inteiras praticamente debaixo d'água?""  questiona a psiquiatra <redacted_mention>  em texto reflexivo sobre #ansiedade climática.   O que se chama de ansiedade climática pode ser racional e adaptativo para algumas pessoas  mas para outras  perturbador e paralisante.  ""Como psiquiatra  consigo dizer  para quem não foi diretamente afetado por eventos climáticos extremos  que a impossibilidade de pensar em outra coisa  de comer  de dormir  junto de paroxismos de ansiedade como  por exemplo  a sensação de palpitação ou de dificuldade de respirar  podem significar que você precisa procurar ajuda psiquiátrica ou psicológica""  afirma.  ""Consigo dizer que nomear os próprios sentimentos e acolhê-los ajuda. Ajuda também saber que há muito a ser feito. Ajuda ajudar  tanto no imediato quanto para o depois""  salienta.   ""O escritor e analista ambiental Pablo L. C. Casella me diz que  para continuar atuante  engajado  crente  tem se escorado nos princípios dos cuidados paliativos. A biodiversidade  o planeta  a Natureza  diz ele  é como um paciente em cuidados paliativos. Há muito o que se fazer então  e o que se faz pode ser definidor"".  Leia coluna completa em: uol.com.br",Imprensa e redes sociais,278,1,139,https://www.instagram.com/clima.info,2024-05-20T10:07:06-07:00
